"","Indicator","ParentLocation","Location","FactValueNumeric","SDG"
"SDG3.8_1.38","Data availability for UHC index of essential service coverage (%)","Americas","Argentina",34.29,"SDG3.8_1"
"SDG3.8_1.39","Data availability for UHC index of essential service coverage (%)","Africa","Cameroon",34.29,"SDG3.8_1"
"SDG3.8_1.40","Data availability for UHC index of essential service coverage (%)","Africa","Gambia",34.29,"SDG3.8_1"
"SDG3.8_1.41","Data availability for UHC index of essential service coverage (%)","Africa","Guinea",34.29,"SDG3.8_1"
"SDG3.8_1.42","Data availability for UHC index of essential service coverage (%)","Africa","Lesotho",34.29,"SDG3.8_1"
"SDG3.8_1.43","Data availability for UHC index of essential service coverage (%)","Africa","Madagascar",34.29,"SDG3.8_1"
"SDG3.8_1.44","Data availability for UHC index of essential service coverage (%)","Africa","Mozambique",34.29,"SDG3.8_1"
"SDG3.8_1.45","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Somalia",34.29,"SDG3.8_1"
"SDG3.8_1.46","Data availability for UHC index of essential service coverage (%)","Africa","South Sudan",34.29,"SDG3.8_1"
"SDG3.8_1.47","Data availability for UHC index of essential service coverage (%)","Europe","Tajikistan",34.29,"SDG3.8_1"
"SDG3.8_1.48","Data availability for UHC index of essential service coverage (%)","Africa","Algeria",35.71,"SDG3.8_1"
"SDG3.8_1.49","Data availability for UHC index of essential service coverage (%)","Americas","Belize",35.71,"SDG3.8_1"
"SDG3.8_1.50","Data availability for UHC index of essential service coverage (%)","Europe","Bosnia and Herzegovina",35.71,"SDG3.8_1"
"SDG3.8_1.51","Data availability for UHC index of essential service coverage (%)","Africa","Botswana",35.71,"SDG3.8_1"
"SDG3.8_1.52","Data availability for UHC index of essential service coverage (%)","Western Pacific","Brunei Darussalam",35.71,"SDG3.8_1"
"SDG3.8_1.53","Data availability for UHC index of essential service coverage (%)","Africa","Chad",35.71,"SDG3.8_1"
"SDG3.8_1.54","Data availability for UHC index of essential service coverage (%)","Africa","Democratic Republic of the Congo",35.71,"SDG3.8_1"
"SDG3.8_1.55","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Djibouti",35.71,"SDG3.8_1"
"SDG3.8_1.56","Data availability for UHC index of essential service coverage (%)","Americas","Guyana",35.71,"SDG3.8_1"
"SDG3.8_1.57","Data availability for UHC index of essential service coverage (%)","Africa","Liberia",35.71,"SDG3.8_1"
"SDG3.8_1.58","Data availability for UHC index of essential service coverage (%)","Africa","Mauritania",35.71,"SDG3.8_1"
"SDG3.8_1.59","Data availability for UHC index of essential service coverage (%)","Africa","Namibia",35.71,"SDG3.8_1"
"SDG3.8_1.60","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Saudi Arabia",35.71,"SDG3.8_1"
"SDG3.8_1.61","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Sudan",35.71,"SDG3.8_1"
"SDG3.8_1.62","Data availability for UHC index of essential service coverage (%)","Europe","Switzerland",35.71,"SDG3.8_1"
"SDG3.8_1.63","Data availability for UHC index of essential service coverage (%)","Europe","Uzbekistan",35.71,"SDG3.8_1"
"SDG3.8_1.64","Data availability for UHC index of essential service coverage (%)","Americas","Barbados",37.14,"SDG3.8_1"
"SDG3.8_1.65","Data availability for UHC index of essential service coverage (%)","Africa","Côte d’Ivoire",37.14,"SDG3.8_1"
"SDG3.8_1.66","Data availability for UHC index of essential service coverage (%)","Americas","Haiti",37.14,"SDG3.8_1"
"SDG3.8_1.67","Data availability for UHC index of essential service coverage (%)","Europe","The former Yugoslav Republic of Macedonia",37.14,"SDG3.8_1"
"SDG3.8_1.68","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Yemen",37.14,"SDG3.8_1"
"SDG3.8_1.69","Data availability for UHC index of essential service coverage (%)","Western Pacific","China",38.57,"SDG3.8_1"
"SDG3.8_1.70","Data availability for UHC index of essential service coverage (%)","Americas","Guatemala",38.57,"SDG3.8_1"
"SDG3.8_1.71","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Iraq",38.57,"SDG3.8_1"
"SDG3.8_1.72","Data availability for UHC index of essential service coverage (%)","Americas","Jamaica",38.57,"SDG3.8_1"
"SDG3.8_1.73","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Libya",38.57,"SDG3.8_1"
"SDG3.8_1.74","Data availability for UHC index of essential service coverage (%)","Europe","Montenegro",38.57,"SDG3.8_1"
"SDG3.8_1.75","Data availability for UHC index of essential service coverage (%)","Americas","Nicaragua",38.57,"SDG3.8_1"
"SDG3.8_1.76","Data availability for UHC index of essential service coverage (%)","Africa","Togo",38.57,"SDG3.8_1"
"SDG3.8_1.77","Data availability for UHC index of essential service coverage (%)","Europe","Turkey",38.57,"SDG3.8_1"
"SDG3.8_1.78","Data availability for UHC index of essential service coverage (%)","Europe","Ukraine",38.57,"SDG3.8_1"
"SDG3.8_1.79","Data availability for UHC index of essential service coverage (%)","Africa","Zambia",38.57,"SDG3.8_1"
"SDG3.8_1.80","Data availability for UHC index of essential service coverage (%)","Africa","Burundi",40,"SDG3.8_1"
"SDG3.8_1.81","Data availability for UHC index of essential service coverage (%)","Americas","Canada",40,"SDG3.8_1"
"SDG3.8_1.82","Data availability for UHC index of essential service coverage (%)","Africa","Eswatini",40,"SDG3.8_1"
"SDG3.8_1.83","Data availability for UHC index of essential service coverage (%)","Europe","Kazakhstan",40,"SDG3.8_1"
"SDG3.8_1.84","Data availability for UHC index of essential service coverage (%)","Europe","Kyrgyzstan",40,"SDG3.8_1"
"SDG3.8_1.85","Data availability for UHC index of essential service coverage (%)","Europe","Slovenia",40,"SDG3.8_1"
"SDG3.8_1.86","Data availability for UHC index of essential service coverage (%)","South-East Asia","Timor-Leste",40,"SDG3.8_1"
"SDG3.8_1.87","Data availability for UHC index of essential service coverage (%)","Africa","United Republic of Tanzania",40,"SDG3.8_1"
"SDG3.8_1.88","Data availability for UHC index of essential service coverage (%)","Western Pacific","Viet Nam",40,"SDG3.8_1"
"SDG3.8_1.89","Data availability for UHC index of essential service coverage (%)","Europe","Austria",41.43,"SDG3.8_1"
"SDG3.8_1.90","Data availability for UHC index of essential service coverage (%)","Africa","Benin",41.43,"SDG3.8_1"
"SDG3.8_1.91","Data availability for UHC index of essential service coverage (%)","South-East Asia","Bhutan",41.43,"SDG3.8_1"
"SDG3.8_1.92","Data availability for UHC index of essential service coverage (%)","Europe","Cyprus",41.43,"SDG3.8_1"
"SDG3.8_1.93","Data availability for UHC index of essential service coverage (%)","Western Pacific","Lao People's Democratic Republic",41.43,"SDG3.8_1"
"SDG3.8_1.94","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Lebanon",41.43,"SDG3.8_1"
"SDG3.8_1.95","Data availability for UHC index of essential service coverage (%)","Europe","Lithuania",41.43,"SDG3.8_1"
"SDG3.8_1.96","Data availability for UHC index of essential service coverage (%)","Africa","Mali",41.43,"SDG3.8_1"
"SDG3.8_1.97","Data availability for UHC index of essential service coverage (%)","Africa","Mauritius",41.43,"SDG3.8_1"
"SDG3.8_1.98","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Morocco",41.43,"SDG3.8_1"
"SDG3.8_1.99","Data availability for UHC index of essential service coverage (%)","Europe","Poland",41.43,"SDG3.8_1"
"SDG3.8_1.100","Data availability for UHC index of essential service coverage (%)","Europe","Republic of Moldova",41.43,"SDG3.8_1"
"SDG3.8_1.101","Data availability for UHC index of essential service coverage (%)","Europe","Russian Federation",41.43,"SDG3.8_1"
"SDG3.8_1.102","Data availability for UHC index of essential service coverage (%)","Americas","Venezuela (Bolivarian Republic of)",41.43,"SDG3.8_1"
"SDG3.8_1.103","Data availability for UHC index of essential service coverage (%)","Africa","Zimbabwe",41.43,"SDG3.8_1"
"SDG3.8_1.104","Data availability for UHC index of essential service coverage (%)","Europe","Belarus",42.86,"SDG3.8_1"
"SDG3.8_1.105","Data availability for UHC index of essential service coverage (%)","Americas","Brazil",42.86,"SDG3.8_1"
"SDG3.8_1.106","Data availability for UHC index of essential service coverage (%)","Europe","Bulgaria",42.86,"SDG3.8_1"
"SDG3.8_1.107","Data availability for UHC index of essential service coverage (%)","Americas","Chile",42.86,"SDG3.8_1"
"SDG3.8_1.108","Data availability for UHC index of essential service coverage (%)","Europe","Czechia",42.86,"SDG3.8_1"
"SDG3.8_1.109","Data availability for UHC index of essential service coverage (%)","South-East Asia","India",42.86,"SDG3.8_1"
"SDG3.8_1.110","Data availability for UHC index of essential service coverage (%)","Europe","Ireland",42.86,"SDG3.8_1"
"SDG3.8_1.111","Data availability for UHC index of essential service coverage (%)","Africa","Malawi",42.86,"SDG3.8_1"
"SDG3.8_1.112","Data availability for UHC index of essential service coverage (%)","Western Pacific","Malaysia",42.86,"SDG3.8_1"
"SDG3.8_1.113","Data availability for UHC index of essential service coverage (%)","Africa","Niger",42.86,"SDG3.8_1"
"SDG3.8_1.114","Data availability for UHC index of essential service coverage (%)","Africa","Sierra Leone",42.86,"SDG3.8_1"
"SDG3.8_1.115","Data availability for UHC index of essential service coverage (%)","South-East Asia","Sri Lanka",42.86,"SDG3.8_1"
"SDG3.8_1.116","Data availability for UHC index of essential service coverage (%)","South-East Asia","Thailand",42.86,"SDG3.8_1"
"SDG3.8_1.117","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Tunisia",42.86,"SDG3.8_1"
"SDG3.8_1.118","Data availability for UHC index of essential service coverage (%)","Europe","Armenia",44.29,"SDG3.8_1"
"SDG3.8_1.119","Data availability for UHC index of essential service coverage (%)","Europe","Belgium",44.29,"SDG3.8_1"
"SDG3.8_1.120","Data availability for UHC index of essential service coverage (%)","Africa","Burkina Faso",44.29,"SDG3.8_1"
"SDG3.8_1.121","Data availability for UHC index of essential service coverage (%)","Western Pacific","Cambodia",44.29,"SDG3.8_1"
"SDG3.8_1.122","Data availability for UHC index of essential service coverage (%)","Europe","Israel",44.29,"SDG3.8_1"
"SDG3.8_1.123","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Jordan",44.29,"SDG3.8_1"
"SDG3.8_1.124","Data availability for UHC index of essential service coverage (%)","Americas","Panama",44.29,"SDG3.8_1"
"SDG3.8_1.125","Data availability for UHC index of essential service coverage (%)","Western Pacific","Singapore",44.29,"SDG3.8_1"
"SDG3.8_1.126","Data availability for UHC index of essential service coverage (%)","Americas","Ecuador",45.71,"SDG3.8_1"
"SDG3.8_1.127","Data availability for UHC index of essential service coverage (%)","Europe","France",45.71,"SDG3.8_1"
"SDG3.8_1.128","Data availability for UHC index of essential service coverage (%)","Europe","Italy",45.71,"SDG3.8_1"
"SDG3.8_1.129","Data availability for UHC index of essential service coverage (%)","Africa","Kenya",45.71,"SDG3.8_1"
"SDG3.8_1.130","Data availability for UHC index of essential service coverage (%)","Western Pacific","Mongolia",45.71,"SDG3.8_1"
"SDG3.8_1.131","Data availability for UHC index of essential service coverage (%)","Americas","Paraguay",45.71,"SDG3.8_1"
"SDG3.8_1.132","Data availability for UHC index of essential service coverage (%)","Africa","Rwanda",45.71,"SDG3.8_1"
"SDG3.8_1.133","Data availability for UHC index of essential service coverage (%)","Europe","Slovakia",45.71,"SDG3.8_1"
"SDG3.8_1.134","Data availability for UHC index of essential service coverage (%)","Africa","South Africa",45.71,"SDG3.8_1"
"SDG3.8_1.135","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","United Arab Emirates",45.71,"SDG3.8_1"
"SDG3.8_1.136","Data availability for UHC index of essential service coverage (%)","Europe","United Kingdom of Great Britain and Northern Ireland",45.71,"SDG3.8_1"
"SDG3.8_1.137","Data availability for UHC index of essential service coverage (%)","Americas","Costa Rica",47.14,"SDG3.8_1"
"SDG3.8_1.138","Data availability for UHC index of essential service coverage (%)","Europe","Germany",47.14,"SDG3.8_1"
"SDG3.8_1.139","Data availability for UHC index of essential service coverage (%)","Americas","Honduras",47.14,"SDG3.8_1"
"SDG3.8_1.140","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Kuwait",47.14,"SDG3.8_1"
"SDG3.8_1.141","Data availability for UHC index of essential service coverage (%)","Europe","Netherlands",47.14,"SDG3.8_1"
"SDG3.8_1.142","Data availability for UHC index of essential service coverage (%)","Western Pacific","Republic of Korea",47.14,"SDG3.8_1"
"SDG3.8_1.143","Data availability for UHC index of essential service coverage (%)","Europe","Sweden",47.14,"SDG3.8_1"
"SDG3.8_1.144","Data availability for UHC index of essential service coverage (%)","Americas","United States of America",47.14,"SDG3.8_1"
"SDG3.8_1.145","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Afghanistan",48.57,"SDG3.8_1"
"SDG3.8_1.146","Data availability for UHC index of essential service coverage (%)","Africa","Ethiopia",48.57,"SDG3.8_1"
"SDG3.8_1.147","Data availability for UHC index of essential service coverage (%)","Europe","Hungary",48.57,"SDG3.8_1"
"SDG3.8_1.148","Data availability for UHC index of essential service coverage (%)","Europe","Luxembourg",48.57,"SDG3.8_1"
"SDG3.8_1.149","Data availability for UHC index of essential service coverage (%)","South-East Asia","Nepal",48.57,"SDG3.8_1"
"SDG3.8_1.150","Data availability for UHC index of essential service coverage (%)","Africa","Nigeria",48.57,"SDG3.8_1"
"SDG3.8_1.151","Data availability for UHC index of essential service coverage (%)","Western Pacific","Philippines",48.57,"SDG3.8_1"
"SDG3.8_1.152","Data availability for UHC index of essential service coverage (%)","Europe","Romania",48.57,"SDG3.8_1"
"SDG3.8_1.153","Data availability for UHC index of essential service coverage (%)","Africa","Uganda",48.57,"SDG3.8_1"
"SDG3.8_1.154","Data availability for UHC index of essential service coverage (%)","Americas","Bolivia (Plurinational State of)",50,"SDG3.8_1"
"SDG3.8_1.155","Data availability for UHC index of essential service coverage (%)","Americas","Cuba",50,"SDG3.8_1"
"SDG3.8_1.156","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Egypt",50,"SDG3.8_1"
"SDG3.8_1.157","Data availability for UHC index of essential service coverage (%)","Europe","Georgia",50,"SDG3.8_1"
"SDG3.8_1.158","Data availability for UHC index of essential service coverage (%)","Europe","Latvia",50,"SDG3.8_1"
"SDG3.8_1.159","Data availability for UHC index of essential service coverage (%)","South-East Asia","Myanmar",50,"SDG3.8_1"
"SDG3.8_1.160","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Pakistan",50,"SDG3.8_1"
"SDG3.8_1.161","Data availability for UHC index of essential service coverage (%)","Europe","Portugal",50,"SDG3.8_1"
"SDG3.8_1.162","Data availability for UHC index of essential service coverage (%)","Americas","Uruguay",50,"SDG3.8_1"
"SDG3.8_1.163","Data availability for UHC index of essential service coverage (%)","Europe","Croatia",51.43,"SDG3.8_1"
"SDG3.8_1.164","Data availability for UHC index of essential service coverage (%)","Europe","Denmark",51.43,"SDG3.8_1"
"SDG3.8_1.165","Data availability for UHC index of essential service coverage (%)","Americas","Dominican Republic",51.43,"SDG3.8_1"
"SDG3.8_1.166","Data availability for UHC index of essential service coverage (%)","Americas","El Salvador",51.43,"SDG3.8_1"
"SDG3.8_1.167","Data availability for UHC index of essential service coverage (%)","Europe","Finland",51.43,"SDG3.8_1"
"SDG3.8_1.168","Data availability for UHC index of essential service coverage (%)","Western Pacific","New Zealand",51.43,"SDG3.8_1"
"SDG3.8_1.169","Data availability for UHC index of essential service coverage (%)","Europe","Serbia",51.43,"SDG3.8_1"
"SDG3.8_1.170","Data availability for UHC index of essential service coverage (%)","South-East Asia","Bangladesh",52.86,"SDG3.8_1"
"SDG3.8_1.171","Data availability for UHC index of essential service coverage (%)","South-East Asia","Indonesia",52.86,"SDG3.8_1"
"SDG3.8_1.172","Data availability for UHC index of essential service coverage (%)","Europe","Norway",52.86,"SDG3.8_1"
"SDG3.8_1.173","Data availability for UHC index of essential service coverage (%)","Europe","Spain",52.86,"SDG3.8_1"
"SDG3.8_1.174","Data availability for UHC index of essential service coverage (%)","Western Pacific","Australia",54.29,"SDG3.8_1"
"SDG3.8_1.175","Data availability for UHC index of essential service coverage (%)","Americas","Colombia",54.29,"SDG3.8_1"
"SDG3.8_1.176","Data availability for UHC index of essential service coverage (%)","Europe","Iceland",54.29,"SDG3.8_1"
"SDG3.8_1.177","Data availability for UHC index of essential service coverage (%)","Americas","Mexico",54.29,"SDG3.8_1"
"SDG3.8_1.178","Data availability for UHC index of essential service coverage (%)","Africa","Ghana",55.71,"SDG3.8_1"
"SDG3.8_1.179","Data availability for UHC index of essential service coverage (%)","Eastern Mediterranean","Oman",55.71,"SDG3.8_1"
"SDG3.8_1.180","Data availability for UHC index of essential service coverage (%)","Africa","Senegal",55.71,"SDG3.8_1"
"SDG3.8_1.181","Data availability for UHC index of essential service coverage (%)","Western Pacific","Japan",57.14,"SDG3.8_1"
"SDG3.8_1.182","Data availability for UHC index of essential service coverage (%)","Europe","Estonia",60,"SDG3.8_1"
"SDG3.8_1.183","Data availability for UHC index of essential service coverage (%)","Americas","Peru",70,"SDG3.8_1"
"SDG3.8_2.1","UHC index of essential service coverage","Eastern Mediterranean","Somalia",25,"SDG3.8_2"
"SDG3.8_2.2","UHC index of essential service coverage","Africa","Chad",28,"SDG3.8_2"
"SDG3.8_2.3","UHC index of essential service coverage","Africa","Madagascar",28,"SDG3.8_2"
"SDG3.8_2.4","UHC index of essential service coverage","Africa","South Sudan",31,"SDG3.8_2"
"SDG3.8_2.5","UHC index of essential service coverage","Africa","Central African Republic",33,"SDG3.8_2"
"SDG3.8_2.6","UHC index of essential service coverage","Eastern Mediterranean","Afghanistan",37,"SDG3.8_2"
"SDG3.8_2.7","UHC index of essential service coverage","Africa","Guinea",37,"SDG3.8_2"
"SDG3.8_2.8","UHC index of essential service coverage","Africa","Niger",37,"SDG3.8_2"
"SDG3.8_2.9","UHC index of essential service coverage","Africa","Eritrea",38,"SDG3.8_2"
"SDG3.8_2.10","UHC index of essential service coverage","Africa","Mali",38,"SDG3.8_2"
"SDG3.8_2.11","UHC index of essential service coverage","Africa","Congo",39,"SDG3.8_2"
"SDG3.8_2.12","UHC index of essential service coverage","Africa","Ethiopia",39,"SDG3.8_2"
"SDG3.8_2.13","UHC index of essential service coverage","Africa","Liberia",39,"SDG3.8_2"
"SDG3.8_2.14","UHC index of essential service coverage","Africa","Sierra Leone",39,"SDG3.8_2"
"SDG3.8_2.15","UHC index of essential service coverage","Africa","Angola",40,"SDG3.8_2"
"SDG3.8_2.16","UHC index of essential service coverage","Africa","Benin",40,"SDG3.8_2"
"SDG3.8_2.17","UHC index of essential service coverage","Africa","Burkina Faso",40,"SDG3.8_2"
"SDG3.8_2.18","UHC index of essential service coverage","Africa","Guinea-Bissau",40,"SDG3.8_2"
"SDG3.8_2.19","UHC index of essential service coverage","Western Pacific","Papua New Guinea",40,"SDG3.8_2"
"SDG3.8_2.20","UHC index of essential service coverage","Africa","Democratic Republic of the Congo",41,"SDG3.8_2"
"SDG3.8_2.21","UHC index of essential service coverage","Western Pacific","Kiribati",41,"SDG3.8_2"
"SDG3.8_2.22","UHC index of essential service coverage","Africa","Mauritania",41,"SDG3.8_2"
"SDG3.8_2.23","UHC index of essential service coverage","Africa","Burundi",42,"SDG3.8_2"
"SDG3.8_2.24","UHC index of essential service coverage","Africa","Nigeria",42,"SDG3.8_2"
"SDG3.8_2.25","UHC index of essential service coverage","Eastern Mediterranean","Yemen",42,"SDG3.8_2"
"SDG3.8_2.26","UHC index of essential service coverage","Africa","Togo",43,"SDG3.8_2"
"SDG3.8_2.27","UHC index of essential service coverage","Africa","United Republic of Tanzania",43,"SDG3.8_2"
"SDG3.8_2.28","UHC index of essential service coverage","Africa","Gambia",44,"SDG3.8_2"
"SDG3.8_2.29","UHC index of essential service coverage","Eastern Mediterranean","Sudan",44,"SDG3.8_2"
"SDG3.8_2.30","UHC index of essential service coverage","Africa","Equatorial Guinea",45,"SDG3.8_2"
"SDG3.8_2.31","UHC index of essential service coverage","Eastern Mediterranean","Pakistan",45,"SDG3.8_2"
"SDG3.8_2.32","UHC index of essential service coverage","Africa","Senegal",45,"SDG3.8_2"
"SDG3.8_2.33","UHC index of essential service coverage","Africa","Uganda",45,"SDG3.8_2"
"SDG3.8_2.34","UHC index of essential service coverage","Africa","Cameroon",46,"SDG3.8_2"
"SDG3.8_2.35","UHC index of essential service coverage","Africa","Malawi",46,"SDG3.8_2"
"SDG3.8_2.36","UHC index of essential service coverage","Africa","Mozambique",46,"SDG3.8_2"
"SDG3.8_2.37","UHC index of essential service coverage","Africa","Côte d’Ivoire",47,"SDG3.8_2"
"SDG3.8_2.38","UHC index of essential service coverage","Eastern Mediterranean","Djibouti",47,"SDG3.8_2"
"SDG3.8_2.39","UHC index of essential service coverage","Africa","Ghana",47,"SDG3.8_2"
"SDG3.8_2.40","UHC index of essential service coverage","Western Pacific","Micronesia (Federated States of)",47,"SDG3.8_2"
"SDG3.8_2.41","UHC index of essential service coverage","Western Pacific","Solomon Islands",47,"SDG3.8_2"
"SDG3.8_2.42","UHC index of essential service coverage","South-East Asia","Bangladesh",48,"SDG3.8_2"
"SDG3.8_2.43","UHC index of essential service coverage","Africa","Lesotho",48,"SDG3.8_2"
"SDG3.8_2.44","UHC index of essential service coverage","South-East Asia","Nepal",48,"SDG3.8_2"
"SDG3.8_2.45","UHC index of essential service coverage","Western Pacific","Vanuatu",48,"SDG3.8_2"
"SDG3.8_2.46","UHC index of essential service coverage","Africa","Gabon",49,"SDG3.8_2"
"SDG3.8_2.47","UHC index of essential service coverage","Americas","Haiti",49,"SDG3.8_2"
"SDG3.8_2.48","UHC index of essential service coverage","Western Pacific","Lao People's Democratic Republic",51,"SDG3.8_2"
"SDG3.8_2.49","UHC index of essential service coverage","Africa","Comoros",52,"SDG3.8_2"
"SDG3.8_2.50","UHC index of essential service coverage","South-East Asia","Timor-Leste",52,"SDG3.8_2"
"SDG3.8_2.51","UHC index of essential service coverage","Africa","Zambia",53,"SDG3.8_2"
"SDG3.8_2.52","UHC index of essential service coverage","Africa","Zimbabwe",54,"SDG3.8_2"
"SDG3.8_2.53","UHC index of essential service coverage","Americas","Guatemala",55,"SDG3.8_2"
"SDG3.8_2.54","UHC index of essential service coverage","South-East Asia","India",55,"SDG3.8_2"
"SDG3.8_2.55","UHC index of essential service coverage","Africa","Kenya",55,"SDG3.8_2"
"SDG3.8_2.56","UHC index of essential service coverage","Africa","Sao Tome and Principe",55,"SDG3.8_2"
"SDG3.8_2.57","UHC index of essential service coverage","South-East Asia","Indonesia",57,"SDG3.8_2"
"SDG3.8_2.58","UHC index of essential service coverage","Africa","Rwanda",57,"SDG3.8_2"
"SDG3.8_2.59","UHC index of essential service coverage","Western Pacific","Samoa",58,"SDG3.8_2"
"SDG3.8_2.60","UHC index of essential service coverage","Western Pacific","Tonga",58,"SDG3.8_2"
"SDG3.8_2.61","UHC index of essential service coverage","Europe","Albania",59,"SDG3.8_2"
"SDG3.8_2.62","UHC index of essential service coverage","Western Pacific","Cambodia",60,"SDG3.8_2"
"SDG3.8_2.63","UHC index of essential service coverage","Eastern Mediterranean","Syrian Arab Republic",60,"SDG3.8_2"
"SDG3.8_2.64","UHC index of essential service coverage","Europe","Bosnia and Herzegovina",61,"SDG3.8_2"
"SDG3.8_2.65","UHC index of essential service coverage","Africa","Botswana",61,"SDG3.8_2"
"SDG3.8_2.66","UHC index of essential service coverage","Eastern Mediterranean","Iraq",61,"SDG3.8_2"
"SDG3.8_2.67","UHC index of essential service coverage","South-East Asia","Myanmar",61,"SDG3.8_2"
"SDG3.8_2.68","UHC index of essential service coverage","Western Pacific","Philippines",61,"SDG3.8_2"
"SDG3.8_2.69","UHC index of essential service coverage","South-East Asia","Bhutan",62,"SDG3.8_2"
"SDG3.8_2.70","UHC index of essential service coverage","South-East Asia","Maldives",62,"SDG3.8_2"
"SDG3.8_2.71","UHC index of essential service coverage","Western Pacific","Mongolia",62,"SDG3.8_2"
"SDG3.8_2.72","UHC index of essential service coverage","Africa","Namibia",62,"SDG3.8_2"
"SDG3.8_2.73","UHC index of essential service coverage","Africa","Eswatini",63,"SDG3.8_2"
"SDG3.8_2.74","UHC index of essential service coverage","Africa","Mauritius",63,"SDG3.8_2"
"SDG3.8_2.75","UHC index of essential service coverage","Americas","Belize",64,"SDG3.8_2"
"SDG3.8_2.76","UHC index of essential service coverage","Western Pacific","Fiji",64,"SDG3.8_2"
"SDG3.8_2.77","UHC index of essential service coverage","Eastern Mediterranean","Libya",64,"SDG3.8_2"
"SDG3.8_2.78","UHC index of essential service coverage","Europe","Azerbaijan",65,"SDG3.8_2"
"SDG3.8_2.79","UHC index of essential service coverage","Americas","Honduras",65,"SDG3.8_2"
"SDG3.8_2.80","UHC index of essential service coverage","Americas","Jamaica",65,"SDG3.8_2"
"SDG3.8_2.81","UHC index of essential service coverage","Europe","Serbia",65,"SDG3.8_2"
"SDG3.8_2.82","UHC index of essential service coverage","Europe","Bulgaria",66,"SDG3.8_2"
"SDG3.8_2.83","UHC index of essential service coverage","Europe","Georgia",66,"SDG3.8_2"
"SDG3.8_2.84","UHC index of essential service coverage","South-East Asia","Sri Lanka",66,"SDG3.8_2"
"SDG3.8_2.85","UHC index of essential service coverage","Americas","Bolivia (Plurinational State of)",68,"SDG3.8_2"
"SDG3.8_2.86","UHC index of essential service coverage","Eastern Mediterranean","Egypt",68,"SDG3.8_2"
"SDG3.8_2.87","UHC index of essential service coverage","Europe","Montenegro",68,"SDG3.8_2"
"SDG3.8_2.88","UHC index of essential service coverage","Eastern Mediterranean","Qatar",68,"SDG3.8_2"
"SDG3.8_2.89","UHC index of essential service coverage","Americas","Saint Lucia",68,"SDG3.8_2"
"SDG3.8_2.90","UHC index of essential service coverage","Europe","Tajikistan",68,"SDG3.8_2"
"SDG3.8_2.91","UHC index of essential service coverage","Europe","Ukraine",68,"SDG3.8_2"
"SDG3.8_2.92","UHC index of essential service coverage","Europe","Armenia",69,"SDG3.8_2"
"SDG3.8_2.93","UHC index of essential service coverage","Africa","Cabo Verde",69,"SDG3.8_2"
"SDG3.8_2.94","UHC index of essential service coverage","Eastern Mediterranean","Oman",69,"SDG3.8_2"
"SDG3.8_2.95","UHC index of essential service coverage","Americas","Paraguay",69,"SDG3.8_2"
"SDG3.8_2.96","UHC index of essential service coverage","Europe","Republic of Moldova",69,"SDG3.8_2"
"SDG3.8_2.97","UHC index of essential service coverage","Africa","South Africa",69,"SDG3.8_2"
"SDG3.8_2.98","UHC index of essential service coverage","Americas","Chile",70,"SDG3.8_2"
"SDG3.8_2.99","UHC index of essential service coverage","Europe","Kyrgyzstan",70,"SDG3.8_2"
"SDG3.8_2.100","UHC index of essential service coverage","Eastern Mediterranean","Morocco",70,"SDG3.8_2"
"SDG3.8_2.101","UHC index of essential service coverage","Eastern Mediterranean","Tunisia",70,"SDG3.8_2"
"SDG3.8_2.102","UHC index of essential service coverage","Europe","Turkmenistan",70,"SDG3.8_2"
"SDG3.8_2.103","UHC index of essential service coverage","Europe","Croatia",71,"SDG3.8_2"
"SDG3.8_2.104","UHC index of essential service coverage","South-East Asia","Democratic People's Republic of Korea",71,"SDG3.8_2"
"SDG3.8_2.105","UHC index of essential service coverage","Europe","Latvia",71,"SDG3.8_2"
"SDG3.8_2.106","UHC index of essential service coverage","Americas","Saint Vincent and the Grenadines",71,"SDG3.8_2"
"SDG3.8_2.107","UHC index of essential service coverage","Africa","Seychelles",71,"SDG3.8_2"
"SDG3.8_2.108","UHC index of essential service coverage","Americas","Suriname",71,"SDG3.8_2"
"SDG3.8_2.109","UHC index of essential service coverage","Americas","Grenada",72,"SDG3.8_2"
"SDG3.8_2.110","UHC index of essential service coverage","Americas","Guyana",72,"SDG3.8_2"
"SDG3.8_2.111","UHC index of essential service coverage","Eastern Mediterranean","Iran (Islamic Republic of)",72,"SDG3.8_2"
